f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,genre_label,file_path
0.07011877,0.035137087,1423.565,327.04797,1696.6981,221.74702,2926.209,701.65826,0.01398589,0.0090038795,-385.87155,128.65533,-26.71042,39.46989,-2.1612146,16.753073,-5.728032,14.715786,-3.0880718,12.3004465,-5.8861976,2.7979028,3.690245,10.929424,10.53869,9.916324,6.106343,3.5270514,-3.3238487,-3.6731477,96.80358,20.225086,21.301994,10.798405,13.167001,7.793402,11.28785,8.479651,11.143269,9.0388565,10.034461,9.644232,10.759693,8.513829,8.193551,8.545367,6.7710953,6.6463156,8.149076,9.197943,classical,genres_original\classical\classical.00094.wav
0.12435424,0.062080327,1800.8759,533.99915,1781.077,250.86497,3426.86,929.72455,0.013560658,0.015143556,-422.54468,89.863014,-18.732948,37.771908,6.006347,4.157854,-1.9991797,12.114278,4.1649375,13.789986,2.8316236,5.892905,6.113412,8.139939,12.349802,7.0948405,2.4155457,0.7799824,-3.4144514,-0.7439765,82.796585,31.831303,20.931925,10.444026,11.801664,8.911726,10.301837,11.101586,11.375406,12.19365,9.186812,10.295988,15.747574,13.529294,11.343172,11.681838,11.223642,8.26347,12.75388,12.645488,classical,genres_original\classical\classical.00095.wav
0.117571935,0.048833292,1933.7504,438.64505,1740.439,165.4411,3574.5867,675.0883,0.05696003,0.028038803,-203.65866,111.14665,-51.54852,39.4677,-10.575404,11.908858,-13.166576,15.140764,-7.2812214,13.376247,-7.3036685,3.847437,-3.7815683,5.301976,4.094898,6.644152,2.9907703,3.548755,-3.3496606,-3.6861598,61.341835,30.857895,13.180892,8.083956,11.417571,8.00322,9.860773,10.397971,8.512727,10.742345,8.199196,10.466594,9.367606,8.709691,8.484454,7.012191,6.32172,7.277887,9.335599,10.401568,classical,genres_original\classical\classical.00096.wav
0.08590993,0.030274335,1494.4657,303.86768,1671.1997,178.37425,2782.1047,583.02203,0.036695167,0.021546336,-280.7058,122.70871,-14.398484,26.855293,1.3424962,5.994597,-13.109008,3.3745084,-11.562681,5.1796885,-1.0512305,2.7557733,0.05779444,1.3432914,1.5182203,-2.1990159,0.7787536,-3.9650521,-9.143814,-6.9278026,33.61603,15.16752,13.016111,6.131455,7.935912,7.092161,8.19875,10.404972,8.950941,8.506018,12.094865,11.400205,11.079609,11.725229,10.945601,9.845976,8.623337,7.240934,10.857963,10.226309,classical,genres_original\classical\classical.00097.wav
0.12342262,0.047068536,1952.6079,407.5908,1865.9961,150.08458,3779.91,668.78534,0.029083412,0.018222054,-287.6037,101.75817,-35.34541,41.28016,-12.727131,17.276148,-13.967989,16.304947,-5.5929627,13.65411,-8.788416,-0.053095203,-13.757536,6.4763436,6.7050653,6.980088,7.0220094,8.37935,-5.6104064,1.3776155,70.59133,17.471935,14.605654,7.4846325,11.334907,7.3171616,10.026291,7.8924594,8.673855,9.15969,12.261617,8.443222,11.332116,8.301135,11.395483,7.737897,9.149997,8.445186,7.8323503,11.135301,classical,genres_original\classical\classical.00098.wav
0.08068536,0.020141345,1525.076,216.16202,1868.9674,146.44301,3325.6726,589.04895,0.010499871,0.0020701254,-378.6962,126.49836,-18.83014,42.88959,-14.325575,25.359524,-14.636545,18.717955,-10.184203,21.119013,4.428083,18.228247,-10.292282,8.949986,1.1953155,6.2911563,2.5115902,4.4009185,1.700778,9.983014,22.180153,12.507594,5.9611754,5.8641024,7.567663,6.121006,5.600091,6.2833114,8.80914,7.9561195,6.0294113,8.116654,7.326634,8.34683,9.811404,9.458145,9.544225,7.5592675,8.650354,10.390853,classical,genres_original\classical\classical.00099.wav
0.10720486,0.041829117,2798.0657,595.50397,2847.5413,325.04636,6221.3843,1340.3167,0.24829563,0.026756322,-23.104954,70.25588,3.8055308,28.323957,13.754286,5.7281356,3.9737794,7.4728084,2.6279068,8.490234,-2.320208,2.0890796,-3.3720126,5.1379585,-0.18774131,0.37143642,0.6120878,4.062127,0.90791935,4.093193,31.88352,18.418518,15.352728,11.635994,10.536607,10.359011,9.261491,7.9552445,7.820394,8.495019,8.558387,6.471096,7.9114227,7.1182055,7.2017794,8.282185,7.3694177,8.622542,8.279348,8.579207,country,genres_original\country\country.00000.wav
0.12698825,0.029606,2938.1313,319.10208,2839.6467,202.44576,6279.552,791.3487,0.23040177,0.021279683,-7.9727893,62.724636,-1.45917,28.109985,9.967061,9.363964,5.415904,9.82543,3.0275455,8.420948,0.31071302,6.540354,0.7373716,-1.7740419,0.8462876,2.981266,-2.765956,2.8227568,-1.7402849,0.97251654,19.007256,9.6487665,12.17481,7.792583,8.578346,10.32275,7.038028,7.3000255,7.7941136,7.404362,6.9494567,6.17174,5.570304,6.9510827,6.9001803,6.0979366,6.788213,6.982466,6.661481,6.932253,country,genres_original\country\country.00001.wav
0.07416238,0.0627568,2308.8115,738.59265,2618.6135,315.59708,5190.0947,1328.894,0.14652665,0.039316844,-120.3052,79.22588,5.2293863,34.548218,16.506737,13.129608,6.3450894,9.962078,-2.0015073,6.8100667,-6.352069,0.22815089,-6.8128085,1.6181564,-1.7821596,-0.6993363,-4.7783937,-0.28887242,-5.356374,-1.9686298,41.18671,21.092384,18.760616,13.865409,9.961913,9.139942,8.128934,7.3972454,9.557331,7.8479404,7.0926986,7.2963033,8.015752,7.084428,6.524164,6.097193,5.9904475,6.342939,6.6151633,7.8259106,country,genres_original\country\country.00002.wav
0.10256439,0.0486467,2174.1604,755.2893,2281.0588,454.83072,4348.0737,1605.6858,0.2042707,0.043812517,-57.75979,95.76648,-10.109319,40.979637,13.979035,-0.9898583,-0.18847147,7.4250774,-3.6333375,9.545139,-2.9410646,2.4362514,1.9947804,-1.2870497,1.3565394,4.4236846,-6.5204806,-0.03459862,-1.4115795,-3.0789087,36.567272,28.702124,20.353632,13.900382,11.559926,13.093038,10.344227,10.045149,10.178609,8.977859,8.63831,8.950903,7.29988,9.24512,7.1887293,7.814033,7.983139,6.8827386,6.4120297,7.194155,country,genres_original\country\country.00003.wav
0.124161005,0.035532627,2966.1572,439.23135,2848.1235,272.94614,6349.42,1086.076,0.2093933,0.028376399,-20.78135,62.950428,2.3044405,30.773718,6.973462,6.5058117,6.3236365,9.873086,3.4352968,9.372202,-0.4041579,7.5194154,-0.98427397,4.0191503,-0.6624487,-0.06125193,-0.16676477,0.24374011,-5.4381933,1.8272818,19.53648,12.512724,12.706579,9.653581,7.8836384,10.732003,8.308581,8.50085,7.224204,7.4369283,7.239142,6.460943,6.5926056,6.057441,5.808681,6.2681813,6.5683346,6.940892,5.810756,6.642282,country,genres_original\country\country.00004.wav
0.13637249,0.047202718,2926.533,525.19226,2737.08,271.55972,6177.6743,1080.0746,0.20379831,0.038084295,-24.671667,62.440266,-7.7540884,28.432592,10.997148,5.551389,-0.086744264,13.74509,2.899816,9.909151,0.85377365,5.9520783,-1.2259914,3.0639083,0.9304638,2.0537753,3.0044217,2.9725463,-0.18527678,3.6413603,27.4845,15.911187,15.230172,11.514571,8.9849205,9.292953,8.270479,8.273146,8.164856,9.744408,8.330382,7.595452,7.8324447,7.8024917,6.744801,7.7062836,6.7841387,7.114714,7.701787,8.254805,country,genres_original\country\country.00005.wav
0.12830813,0.052832123,2807.9126,650.6905,2778.3088,329.17493,6023.0444,1413.8088,0.21399127,0.040002197,-23.201925,71.15687,1.5760127,24.438925,16.31995,4.5767665,-3.8856642,17.993046,-3.3505049,2.435541,2.9157152,0.8152114,-1.1092838,0.10907391,-3.3491633,0.18941294,-1.2112297,-1.5178907,-2.7241652,-2.1066608,24.433964,20.725164,16.530863,11.660616,12.471612,11.296651,8.88343,8.137945,8.374586,7.616438,6.9540625,6.667693,7.6335735,7.628344,6.5119963,5.9009447,6.5448713,6.0468736,6.374329,6.3774023,country,genres_original\country\country.00006.wav
0.112935826,0.04223925,2898.7874,614.27625,2878.966,308.4946,6400.0527,1186.5338,0.24406008,0.025491852,-20.81746,64.90752,6.7671013,26.357126,11.665423,13.185629,-1.9791069,8.582197,0.47289523,7.441096,-0.41490933,6.945586,3.660607,2.0337164,0.6502081,4.3827734,-2.802764,2.975754,-1.840282,-2.3632526,28.347754,18.35739,13.926512,10.722819,9.762289,8.153298,9.339266,7.56776,7.3199515,7.692902,7.4301248,6.774068,6.4287868,7.019476,6.1945405,6.701733,6.7383666,6.7960777,7.848491,7.9076395,country,genres_original\country\country.00007.wav
0.10456259,0.034501106,2505.8516,531.5666,2574.3132,345.22955,5480.084,1192.4728,0.2743448,0.03211721,-19.763226,76.64638,-4.826523,32.238724,7.710495,17.18376,-1.4951018,9.149327,2.7572665,9.145537,-2.65431,7.5196233,0.38755083,4.968522,2.840625,1.9047849,2.4618192,6.3932567,-3.353888,6.306531,22.88566,19.18788,12.569161,12.379019,10.962018,11.202767,7.7916446,7.424237,9.720449,9.053635,7.9291778,9.217171,7.6515584,8.719282,8.9076805,8.70224,8.761172,10.622204,8.524175,8.569978,country,genres_original\country\country.00008.wav
0.15687278,0.04004341,3191.2595,421.4541,2948.0144,261.79346,6926.771,930.19086,0.23645693,0.036689132,12.145776,58.997505,0.9395953,26.743252,9.245794,3.563203,1.5272026,8.654258,1.0029398,11.647982,-2.1983073,1.1939831,0.48530084,4.4125214,-0.18384132,3.0693944,-1.1723117,4.571084,0.8877279,1.2992412,13.800978,11.994409,13.503297,10.870326,8.694021,9.280911,8.333967,7.1412435,7.8537025,6.7206874,6.675708,6.308345,6.26459,6.247146,6.874779,6.5542636,5.8588934,5.3075004,6.016877,5.9739394,country,genres_original\country\country.00009.wav
0.07654007,0.04940798,1861.4546,746.6174,2127.2427,370.506,3769.3682,1415.0957,0.074670546,0.033453237,-197.70268,106.49648,-4.4335303,37.656395,-0.8653605,-0.9621036,-3.4531171,-0.04980563,-9.302802,-5.177724,-4.2500987,-3.5460408,-1.3531574,-7.1248527,-1.6266909,-2.4774737,-5.0505986,0.29088056,1.070669,-1.6446806,65.19889,30.600538,24.037014,17.87282,17.290688,12.698015,12.068574,9.500719,12.331844,12.422217,9.930071,9.765732,8.671323,7.171493,7.273378,6.924068,7.823656,5.978668,6.4979706,6.871463,country,genres_original\country\country.00010.wav
0.11016274,0.095425226,2839.2585,1131.1282,2798.505,448.94617,6047.924,2003.0077,0.07847474,0.042705633,-199.05687,61.1464,9.977331,23.48061,10.260272,0.0013764773,8.017387,1.1231514,-4.8983784,9.487703,-6.3569746,3.875742,1.6276603,-1.346034,2.6078076,-3.587762,1.9701421,2.5379186,1.036169,-0.97948074,73.15314,37.53815,23.431808,15.519578,15.158555,13.348549,12.737303,11.475555,10.971041,11.26438,9.407977,10.466403,9.885876,10.795051,9.593616,10.910629,11.560782,11.376153,12.881624,12.662514,country,genres_original\country\country.00011.wav
0.06405359,0.033240136,1667.517,684.9766,2052.7544,528.41797,3439.7334,1663.5411,0.12688757,0.044425923,-141.01443,123.921104,-2.5103796,27.954958,-0.004282185,1.2101254,-11.015174,-1.3653064,-7.0197535,-6.1295595,-5.1838574,-2.162564,-4.5987415,-2.3517382,-1.1944948,-3.9681969,-4.2295647,-7.809359,-1.6702602,-1.0921724,44.449715,34.023285,18.32735,14.84289,14.253278,9.068702,10.992189,10.002485,8.185876,8.193712,10.045221,7.566672,7.41341,7.3932776,6.9260855,6.362118,6.5386543,6.2125487,5.8680964,6.3834343,country,genres_original\country\country.00012.wav
0.12952217,0.04884604,2811.872,723.22217,2841.7563,418.7323,6061.513,1682.2346,0.08002811,0.033331912,-126.20302,77.6602,3.1578352,19.944597,10.8167715,0.72969556,5.22846,-0.49303123,-0.995941,5.39514,-3.7251055,-3.493331,-5.336726,0.2880112,-2.0074854,0.8424077,0.33523837,-1.1135596,-4.39304,-2.6176634,45.62798,23.199877,18.68029,10.315564,13.161823,10.189589,9.542829,8.863709,8.829756,9.333448,7.394393,6.7978706,7.055034,6.977645,6.6977067,7.5634875,8.32271,7.582087,7.569385,9.59556,country,genres_original\country\country.00013.wav
0.12478399,0.08163604,2952.9885,983.64307,3036.459,354.22922,6570.3584,1633.3268,0.092618205,0.0323963,-124.6224,72.49065,16.715553,18.250063,12.224811,8.094713,7.986082,-0.51025933,2.3697217,-0.5687946,-5.5688143,0.543314,-5.0568647,-1.1623458,-3.5811627,-3.6917098,-0.17290589,-0.6430835,-4.141272,-3.9908793,48.298836,24.365458,17.60023,13.419675,10.99176,8.943052,8.174295,7.825566,8.699457,7.628047,7.0255766,7.812136,7.8507605,6.9877825,6.8840914,7.2275515,8.259223,8.023361,7.9201336,8.83636,country,genres_original\country\country.00014.wav
0.094236396,0.046845287,1958.9865,596.7555,2146.9236,321.01892,4208.1924,1246.7886,0.104739845,0.025836438,-116.19743,111.75399,-5.245356,33.98964,-12.460974,4.2414293,-14.408439,8.494257,-8.198441,-1.3370373,-12.551117,-5.0011096,-2.139346,-1.8339946,-8.265982,-3.018408,-5.478927,-2.9580772,-2.6427643,-3.3766387,49.386234,28.809359,18.116432,9.9130945,10.453208,7.371592,8.29943,9.291553,9.736751,7.224097,6.1694613,6.440773,5.7712364,6.2591524,7.0087824,5.239161,5.2594585,5.1227145,5.786992,6.3454003,country,genres_original\country\country.00015.wav
0.060195297,0.024276203,1426.0208,481.65036,1648.4679,331.32394,2880.828,1166.3285,0.079806626,0.02752163,-210.10042,139.62177,-17.025503,57.993458,-9.658052,-1.9567311,-17.993433,-8.213174,-11.769385,-7.876312,0.62425035,-9.962924,-6.469421,-3.841488,-12.046905,0.32404706,-8.042443,-6.8062153,-1.8404863,-5.930669,57.82934,28.625948,28.4232,14.297505,15.263918,9.108194,9.51065,7.8146086,8.73744,7.510818,9.872971,6.588719,6.2378793,7.29475,6.4037294,5.847685,6.7275715,6.6767807,5.8214483,5.8375754,country,genres_original\country\country.00016.wav
0.06387006,0.028572641,1470.219,532.98755,1960.2098,446.44473,2967.8433,1361.1509,0.088679396,0.018620491,-171.32309,137.33298,7.9547596,28.53364,2.6904233,-0.50326484,-2.9567094,-1.1481972,-6.1525826,-2.3970332,-5.854901,-2.1742196,-5.3409767,-2.7799237,-1.5689759,1.2956558,-3.4121358,-0.9038293,2.6215572,-0.09373199,57.657146,32.469456,11.355654,9.638159,12.032929,7.7362027,5.8753777,8.155493,7.4672747,7.95965,7.179998,6.6169868,5.986641,6.121402,6.303148,5.1357713,5.797558,6.9657516,5.7514358,6.6140494,country,genres_original\country\country.00017.wav
0.09558908,0.040337138,2068.8699,585.1079,2370.158,379.28497,4098.6777,1433.3951,0.09675965,0.031797282,-131.1577,102.98625,-11.529913,17.738117,16.948603,4.4418244,1.297201,3.4134758,-1.5013238,1.606856,-7.989871,-0.82989687,-8.8802805,-3.8431873,-4.493553,-8.938275,-6.387143,-1.5204933,-5.404016,-8.042571,44.522415,23.140884,18.253275,12.774418,12.669819,11.811121,10.889503,8.904198,8.111861,9.47592,7.5335975,8.197378,7.495812,6.847429,6.7050724,6.962264,6.5087004,6.0742908,6.720674,6.5495625,country,genres_original\country\country.00018.wav
0.050944764,0.031795807,1138.9703,402.26074,1462.5548,274.69916,2118.1978,829.17523,0.082008675,0.05647939,-256.0997,163.07938,-22.860847,26.925726,15.294624,-3.5060468,4.223812,-0.78757596,-9.461128,1.7529935,-4.4277163,-3.6453378,-4.2500973,-8.10834,-2.3792915,-5.1488204,-11.160197,-2.4134085,-0.54217404,-4.78059,72.54831,29.5625,26.944214,19.453358,15.622568,12.679249,12.7445965,9.9614315,9.29091,7.805597,7.817129,7.0205774,7.1488514,9.004863,7.2020164,6.981957,8.607081,6.331299,6.64814,8.045368,country,genres_original\country\country.00019.wav
0.08680455,0.07362216,2407.9531,1035.0137,2532.4204,392.82056,5212.4507,1816.0962,0.105174266,0.03147125,-161.19606,74.76473,22.41922,46.01183,5.280713,25.11344,-0.57611644,10.385748,-6.833753,5.054583,-0.7702398,1.4034672,-6.0123224,-4.014767,-4.793655,-2.8704045,-4.9927034,-3.6065133,-7.578407,-3.2216103,73.02688,36.99193,16.071598,19.819258,15.1913595,10.574471,11.353432,8.780156,11.120802,11.524991,7.097836,8.587648,8.24067,8.142461,9.178776,8.277202,7.1693945,7.21747,9.0333805,7.480977,country,genres_original\country\country.00020.wav
0.045649197,0.019727666,1044.7201,322.01627,1393.8079,228.6432,1947.6307,751.8317,0.10979616,0.04093584,-209.33365,167.1017,-20.841473,36.802998,10.272971,3.9958642,-5.6698804,-4.625789,-6.24442,-4.1741776,-6.6804767,-3.2626216,-7.9688377,-4.0620704,-4.9921985,-4.5038943,-4.0038567,-6.3972435,-5.915193,-8.175333,52.025665,21.646828,18.462793,17.94048,17.329163,11.198523,12.433043,10.232485,10.243676,9.246407,9.3458,7.247965,7.451991,6.5488234,6.3920693,6.573715,7.0604243,6.8885117,6.7907276,8.017117,country,genres_original\country\country.00021.wav
0.06805727,0.026137456,1719.4714,419.60217,2142.3762,327.78497,3449.9673,1083.6455,0.07508869,0.0320141,-195.07317,114.25745,0.041475397,38.20062,11.286058,-6.0460644,1.228559,0.014777494,-15.4136305,-3.5779057,-6.1284695,-4.5047817,-0.12425658,-4.3938026,-9.421525,-10.715926,-6.5454497,-10.0430355,-7.268236,-4.016517,55.90116,20.97217,21.137863,15.899332,16.905699,15.171964,12.698474,9.521012,12.38862,9.864414,9.585511,9.419573,8.008889,8.383363,8.1772175,7.8146243,6.546082,6.841293,6.8384595,6.6744723,country,genres_original\country\country.00022.wav
0.035463646,0.04356869,1495.5581,790.66296,2331.917,496.9857,3053.2932,2099.244,0.03888375,0.021679103,-353.09116,110.67462,32.743443,24.189941,18.754097,5.9265885,-1.7344855,3.8793368,-2.9791186,-1.9010768,-2.8730128,-0.9832502,-6.486425,-4.2474575,-3.7497628,-6.016767,-7.187651,-2.5127835,-4.0373755,-3.4209437,80.405014,28.264084,26.404219,16.602318,15.209381,11.134765,10.64203,9.325509,10.193979,7.716864,9.225176,9.843181,8.128078,7.3446846,8.042623,8.11771,8.530695,6.4325724,8.123032,7.776378,country,genres_original\country\country.00023.wav
0.08241795,0.0477379,1738.8802,756.394,1907.2671,399.1088,3424.7703,1531.4562,0.09655079,0.040971447,-200.06026,109.140465,-5.542463,48.14052,1.2196505,4.5926175,-9.150065,-1.4768,-11.666416,-5.2047043,-11.545386,4.9804335,-4.9844666,-6.0547013,-0.6854685,-8.531242,-8.462758,-7.9394183,-7.6054854,-0.3899779,74.745285,40.176796,17.833176,15.384126,19.599913,14.181238,12.1949005,9.6660795,8.482772,10.946649,8.092887,10.33667,8.458993,7.4218736,7.957021,7.3589444,6.5008483,7.57778,7.292059,7.442051,country,genres_original\country\country.00024.wav
0.057276938,0.03975227,1565.1556,642.3978,2016.0878,386.7492,3188.7043,1412.5895,0.07988017,0.03366641,-200.6344,119.69184,-3.590749,31.953747,9.979258,15.293263,0.6465809,0.2359244,-4.4701905,-2.3123803,-5.261341,-2.4783907,-6.0412717,-0.79284066,-4.6983566,-11.286766,-8.868494,-8.070287,-3.155758,0.33077043,63.532192,31.622902,17.507938,16.485806,14.297231,13.224657,9.956053,9.776586,8.584156,9.07368,8.01617,7.311032,8.278425,8.188993,6.5126033,6.8824306,7.3103256,6.8764377,7.6461473,8.25399,country,genres_original\country\country.00025.wav
0.054804187,0.029957447,1270.3013,521.9479,1702.2081,365.89218,2498.1929,1262.9778,0.10050229,0.036165662,-194.23512,151.79347,-3.0450044,29.494707,9.111862,5.9693475,3.7879229,3.7599015,-5.853435,1.5923067,-3.765781,0.9401922,1.9712703,-2.2243295,3.352178,3.7439473,-1.1339499,2.2293499,3.3601303,-4.146596,55.89663,31.170961,20.1254,18.175022,17.051296,12.174196,12.210982,12.148389,10.545422,9.905827,9.800664,8.188623,8.463953,9.845942,7.353433,7.2042894,7.321711,6.5564733,7.118495,7.362053,country,genres_original\country\country.00026.wav
0.09735037,0.030592093,2011.7251,425.52353,2140.4482,410.21375,3907.7517,1050.4834,0.11655147,0.03204946,-100.76679,106.98421,-27.158413,29.09983,5.039681,-5.423927,3.2426603,-5.179371,-5.118583,-0.8158502,-3.8342147,-2.705255,-6.645411,-4.6659985,-5.6974974,-5.994116,-10.2211,-10.53487,-5.7335424,-7.296422,43.99696,21.141598,23.91836,15.363878,14.893009,11.337366,10.86531,6.854955,8.317188,7.669494,6.696285,7.187864,6.5281916,5.759766,6.301604,6.164888,6.500426,6.4017777,6.093223,6.509615,country,genres_original\country\country.00027.wav
0.059815396,0.0243641,1474.274,348.4787,1886.0071,278.60266,2925.9675,772.4732,0.09406918,0.03087018,-169.22511,132.78679,-13.487546,31.186213,6.340469,-3.7556648,-2.0590014,-3.6253169,-4.56124,1.2809826,-6.97704,-7.2528353,-1.3950257,-9.51109,-5.4246473,-1.9138141,-7.1670804,-1.4267458,0.16021515,-4.110891,40.050114,18.368755,16.340189,12.688389,12.717646,10.193198,8.645435,8.379695,11.473911,8.450694,7.5773635,8.986696,7.6034064,7.431769,8.506301,7.214371,6.810328,6.875455,6.608754,6.1808157,country,genres_original\country\country.00028.wav
0.054210547,0.021578027,1214.2001,382.7952,1555.5778,391.59808,2274.3176,977.41534,0.11706559,0.045031648,-171.24199,160.48726,-17.805805,30.491003,7.51097,-8.247462,-5.667516,0.13154973,-8.835052,-2.6557033,0.7119977,-3.7818263,-6.502074,3.7801006,-5.4355664,-3.0836108,-6.2549243,-1.9367636,-0.83901155,-1.4398491,47.417873,24.779219,21.968355,13.315331,13.601813,11.635098,8.538166,8.519119,8.753199,7.243915,9.728872,7.602925,7.5223813,6.501789,6.4652653,6.0750422,7.1844015,6.4617324,6.069835,5.8612366,country,genres_original\country\country.00029.wav
0.04283431,0.015187195,1240.7102,580.1643,1997.012,534.3177,2413.384,1908.0476,0.07958206,0.04654333,-277.10757,128.25293,42.425163,37.693504,12.766559,9.593897,-5.988017,-7.539554,-8.03414,-4.942542,-6.532016,-3.6276443,-7.2275634,-7.4517097,-1.5754974,1.3886027,3.0774212,2.5127244,-1.0510269,-2.747677,62.062286,29.72204,16.932243,9.986594,11.046598,10.212848,10.154008,8.67808,9.366139,9.470959,10.265464,10.89585,10.749701,8.795978,9.406026,10.868586,9.785741,7.906029,8.868306,9.246128,country,genres_original\country\country.00030.wav
0.09532511,0.049423553,2053.1843,718.9763,2187.7434,456.07,4094.5479,1425.5438,0.100796506,0.035191868,-130.48167,104.1242,-19.271059,34.147877,5.397541,-2.171723,-0.72804534,-2.9078915,-5.4620857,4.0693655,-4.4698324,3.5257306,2.148122,0.19073835,2.678066,-3.0912168,-3.1905007,1.667638,-0.68600947,-4.3751063,46.51578,28.989712,17.569689,12.028624,11.988853,9.471296,10.555422,10.003331,8.219693,9.125436,7.6747036,8.2433195,7.6932154,7.799424,7.329886,6.5000315,6.3582034,6.5502086,6.9031277,7.826847,country,genres_original\country\country.00031.wav
0.067586355,0.045066,1823.2406,740.9906,2205.8416,462.004,4016.0007,1497.5201,0.060507,0.034884866,-237.93953,97.7333,6.486745,45.971268,2.1488123,16.21856,8.811721,7.763634,-0.5899205,4.483779,0.14919905,3.0199265,-1.6625811,-5.413756,-2.8238852,-3.056329,-0.49918544,-0.105470166,-3.8538592,-2.6616333,68.26266,31.357576,18.947327,14.688396,14.43408,8.721006,9.647654,9.324367,9.47362,8.407532,7.499089,6.8975863,9.725168,12.34145,10.730351,8.188058,9.187673,7.3314953,7.280299,7.3549547,country,genres_original\country\country.00032.wav
0.12363183,0.05665063,2456.7183,675.64966,2387.4976,391.55038,4914.8745,1264.1156,0.1045934,0.048042614,-133.27147,78.98,-5.6516805,35.54217,-7.5470138,7.928213,2.7289066,0.40225086,-1.144252,-1.1125528,-7.844962,-1.1714913,-4.8177476,-3.1375563,-5.038257,-1.090216,-0.9750226,-2.464431,1.1565145,-1.8438416,64.51259,27.261812,21.782005,19.32942,12.799705,11.442957,10.932721,10.453263,9.424649,8.541791,9.417527,8.473963,7.9909654,7.9427404,9.222772,9.546453,8.427237,9.392746,9.945016,8.905365,country,genres_original\country\country.00033.wav
0.11928224,0.058063112,2614.344,889.6857,2655.9285,526.365,5435.6265,2000.6852,0.07823296,0.03988253,-153.86862,83.66914,-8.426157,13.954346,13.531212,3.7665932,3.009783,6.355866,2.077902,2.068881,3.1684868,-0.4843806,-3.0256164,-4.530002,-5.0442257,-4.920896,-6.1262865,-1.672101,0.45192307,-1.5518769,53.393867,28.959492,25.066092,12.961669,12.183113,14.575665,10.355997,8.752012,9.403319,9.318497,9.879178,8.6701145,8.936624,8.981477,8.140424,8.3611965,7.3931346,7.9678693,8.625359,10.617581,country,genres_original\country\country.00034.wav
0.104365304,0.050561305,2321.888,737.136,2545.3833,394.81677,4580.652,1628.2551,0.099928215,0.03388729,-120.41707,95.35442,-6.0252705,25.163818,20.953634,-7.1270046,8.549671,2.4336689,-14.656027,9.28693,-2.3609252,-3.1556685,0.61143726,-4.418287,-7.454242,-0.44656548,-3.5862525,-5.0221777,-2.5233452,-4.75625,40.89488,26.767805,17.823956,17.26995,15.031286,13.70718,8.9818325,9.887413,9.459214,11.859411,9.381613,8.321106,7.161508,8.139221,7.63169,7.1942163,7.1459203,6.85454,5.9891977,5.7709465,country,genres_original\country\country.00035.wav
0.08486653,0.061137747,1827.8002,757.8132,2050.2593,369.36432,3647.5215,1510.8138,0.022760969,0.016005535,-339.64667,97.738594,-9.763496,50.972683,7.814855,11.721101,0.6739248,2.4926815,-4.7740016,0.2095193,-5.979658,-2.9014666,-6.1582875,-1.8433895,-5.355295,-8.310177,-10.716726,-7.7242303,-3.43076,-6.958146,83.43571,33.67619,26.34461,17.166664,17.457613,17.07972,11.5359745,10.071612,9.201054,8.800935,8.625495,9.096632,7.412502,7.6733384,8.343143,8.034074,7.4830337,7.7930765,8.399804,10.476048,country,genres_original\country\country.00036.wav
0.084964335,0.050835155,2068.662,823.91797,2437.6025,478.92926,4232.9897,1882.4865,0.07204812,0.028464831,-173.44347,105.07096,1.1555926,24.1155,22.134285,2.5480733,-1.5893732,0.16644415,-5.3277473,3.8132274,-4.5264587,-4.588155,-1.5657426,-2.259126,-3.8538098,-6.459401,-7.4668293,-5.533458,-2.193058,-2.4577627,50.88435,32.12238,21.18945,14.586757,16.417109,14.035989,9.834251,8.283588,9.719776,8.614875,8.708799,7.841848,6.892832,6.8589177,6.2210813,6.973373,7.0486445,6.575459,7.3675265,6.2618914,country,genres_original\country\country.00037.wav
0.121149264,0.04497125,2860.0276,720.9867,2919.6223,383.85388,6246.153,1464.402,0.09088994,0.030456413,-118.0589,74.18071,8.265662,15.447167,6.1578817,8.44198,4.1116734,5.726584,-1.9592637,3.1633985,5.048196,-1.1217973,2.4379733,-1.4263781,-4.7327013,-6.3664823,-5.741871,-6.2653623,-4.5188313,-1.0050511,43.0299,24.011663,17.445585,14.437296,9.796966,10.430053,9.541982,8.816996,8.908164,9.163179,8.068733,7.5505247,7.4606194,8.396211,7.042203,8.510886,7.3210773,7.0035315,6.487639,8.0091715,country,genres_original\country\country.00038.wav
0.21236722,0.06241884,3760.4082,765.7338,3052.8445,357.24197,7442.1533,1314.964,0.09632568,0.027601559,-89.70955,36.28278,11.465646,37.4974,9.179834,3.7314453,2.8276622,6.81722,1.4637535,0.09840066,1.0316733,1.1726795,-3.5680354,-2.089673,1.715117,-1.364941,-4.377178,-2.600144,-3.5321808,-4.231365,44.35075,21.365265,17.990696,14.295046,14.070949,8.131128,10.670768,9.288918,7.7367196,7.5682335,7.43218,7.099996,7.320829,7.239429,6.884141,6.763553,6.488547,8.036851,7.724785,8.345654,country,genres_original\country\country.00039.wav
